Year,Student_ID,Campus_ID,Grade,Gender,Teacher_ID,Attendance_Rate,Standardized_Math_Score,Standardized_Social_Studies_Score,Standardized_Science_Score
2024,S1156,C3,4th,Male,T0070,0.83,75.9,61.4,74.5
2025,S1156,C3,5th,Male,T0089,0.936,76.3,65.7,87.3
2021,S1157,C3,1st,Male,T0056,0.934,83.6,86.3,66.6
2022,S1157,C3,2nd,Male,T0063,0.807,73.7,72.9,73.8
2023,S1157,C3,3rd,Male,T0087,1.0,96.6,88.0,98.6
2024,S1157,C3,4th,Male,T0071,0.905,72.6,64.8,74.3
2025,S1157,C3,5th,Male,T0072,0.875,74.1,78.9,73.0
2021,S1158,C3,1st,Female,T0055,0.954,87.5,81.2,64.7
2022,S1158,C3,2nd,Female,T0063,0.91,79.8,69.1,86.6
2023,S1158,C3,3rd,Female,T0097,0.828,85.6,64.9,88.7
2024,S1158,C3,4th,Female,T0070,0.925,82.3,87.5,75.7
2025,S1158,C3,5th,Female,T0089,0.95,82.4,63.4,73.6
2021,S1159,C3,1st,Female,T0057,0.919,88.4,90.9,87.7
2022,S1159,C3,2nd,Female,T0060,0.918,76.4,71.4,77.0
2023,S1159,C3,3rd,Female,T0087,0.862,87.1,88.4,76.0
2024,S1159,C3,4th,Female,T0070,0.888,87.2,68.7,77.8
2025,S1159,C3,5th,Female,T0117,0.848,56.6,74.5,73.6
2021,S1160,C3,1st,Female,T0059,0.8,67.9,75.4,70.1
2022,S1160,C3,2nd,Female,T0060,0.912,75.3,75.7,56.0
2023,S1160,C3,3rd,Female,T0064,0.824,66.3,59.2,66.7
2024,S1160,C3,4th,Female,T0071,0.71,60.4,49.2,56.0
2025,S1160,C3,5th,Female,T0117,0.879,79.2,74.7,76.9
2021,S1161,C3,1st,Male,T0057,0.7,63.8,80.3,82.2
2022,S1161,C3,2nd,Male,T0060,0.817,82.3,59.1,77.4
2023,S1161,C3,3rd,Male,T0098,0.838,59.1,48.6,59.8
2024,S1161,C3,4th,Male,T0068,0.818,87.4,79.8,89.4
2025,S1161,C3,5th,Male,T0089,0.912,77.6,63.9,84.0
2021,S1162,C3,1st,Female,T0057,0.809,75.2,74.4,73.0
2022,S1162,C3,2nd,Female,T0061,0.873,61.9,65.7,62.4
2023,S1162,C3,3rd,Female,T0064,0.835,69.6,53.8,60.7
2024,S1162,C3,4th,Female,T0069,0.989,83.0,80.3,76.9
2025,S1162,C3,5th,Female,T0089,0.907,78.7,55.8,78.8
2021,S1163,C3,1st,Female,T0056,0.801,73.7,75.8,77.5
2022,S1163,C3,2nd,Female,T0062,0.827,69.4,78.4,79.5
2023,S1163,C3,3rd,Female,T0064,0.825,70.8,61.8,68.6
2024,S1163,C3,4th,Female,T0068,0.89,92.5,85.2,96.3
2025,S1163,C3,5th,Female,T0117,0.911,66.6,71.7,53.3
2021,S1164,C3,1st,Female,T0056,0.888,77.0,84.7,77.3
2022,S1164,C3,2nd,Female,T0062,0.866,86.1,81.1,81.8
2023,S1164,C3,3rd,Female,T0098,0.869,54.3,58.0,55.0
2024,S1164,C3,4th,Female,T0068,0.838,85.0,71.1,87.2
2025,S1164,C3,5th,Female,T0075,1.0,86.4,89.3,81.2
2021,S1165,C3,2nd,Male,T0062,0.916,71.2,84.4,87.3
2022,S1165,C3,3rd,Male,T0088,0.943,90.2,78.9,74.5
2023,S1165,C3,4th,Male,T0071,0.944,78.5,74.7,78.2
2024,S1165,C3,5th,Male,T0089,0.867,81.9,62.9,77.9
2021,S1166,C3,2nd,Male,T0060,1.0,82.3,92.3,85.7
2022,S1166,C3,3rd,Male,T0087,0.842,84.1,76.8,91.6
2023,S1166,C3,4th,Male,T0068,0.914,93.3,91.8,81.5
2024,S1166,C3,5th,Male,T0090,0.914,82.0,59.1,63.2
2021,S1167,C3,2nd,Male,T0061,0.894,76.9,74.0,70.9
2022,S1167,C3,3rd,Male,T0067,0.974,74.8,82.6,67.4
2023,S1167,C3,4th,Male,T0070,1.0,85.7,81.9,95.9
2024,S1167,C3,5th,Male,T0089,0.86,71.7,61.5,68.4
2021,S1168,C3,2nd,Female,T0060,0.775,71.0,76.4,73.3
2022,S1168,C3,3rd,Female,T0067,0.908,79.7,77.3,80.5
2023,S1168,C3,4th,Female,T0071,0.812,53.5,68.9,68.3
2024,S1168,C3,5th,Female,T0089,0.891,69.0,66.4,69.3
2021,S1169,C3,2nd,Male,T0060,0.775,62.8,71.3,76.3
2022,S1169,C3,3rd,Male,T0088,0.83,76.6,69.9,65.2
2023,S1169,C3,4th,Male,T0069,0.934,64.2,70.6,85.7
2024,S1169,C3,5th,Male,T0089,0.984,81.5,76.3,91.5
2021,S1170,C3,2nd,Male,T0063,0.942,87.1,85.0,91.4
2022,S1170,C3,3rd,Male,T0088,0.885,75.9,82.8,78.5
2023,S1170,C3,4th,Male,T0071,0.931,74.6,78.3,76.3
2024,S1170,C3,5th,Male,T0089,0.92,89.2,83.7,87.1
2021,S1171,C3,2nd,Female,T0063,0.751,75.9,63.7,60.8
2022,S1171,C3,3rd,Female,T0067,0.999,83.5,74.2,81.7
2023,S1171,C3,4th,Female,T0069,0.836,71.1,63.1,60.1
2024,S1171,C3,5th,Female,T0090,0.848,66.3,61.8,52.6
2021,S1172,C3,2nd,Female,T0063,0.864,75.6,81.2,77.6
2022,S1172,C3,3rd,Female,T0064,1.0,81.5,81.3,78.4
2023,S1172,C3,4th,Female,T0068,0.875,95.0,83.3,85.9
2024,S1172,C3,5th,Female,T0089,0.892,69.7,80.5,75.2
2021,S1173,C3,2nd,Male,T0061,0.911,84.1,79.3,87.2
2022,S1173,C3,3rd,Male,T0067,0.86,65.0,62.0,68.4
2023,S1173,C3,4th,Male,T0071,0.906,60.2,56.1,73.3
2024,S1173,C3,5th,Male,T0089,0.937,85.9,74.3,70.6
2021,S1174,C3,2nd,Female,T0060,0.886,73.2,84.4,66.9
2022,S1174,C3,3rd,Female,T0087,0.809,82.3,85.7,80.9
2023,S1174,C3,4th,Female,T0071,0.835,67.9,62.4,76.4
2024,S1174,C3,5th,Female,T0089,0.889,82.9,57.7,76.8
2021,S1175,C3,2nd,Female,T0060,0.912,80.6,79.8,66.7
2022,S1175,C3,3rd,Female,T0088,0.82,66.7,81.1,79.0
2023,S1175,C3,4th,Female,T0069,0.865,82.7,78.6,76.4
2024,S1175,C3,5th,Female,T0090,0.919,61.6,47.0,61.9
2021,S1176,C3,2nd,Male,T0060,0.929,76.5,70.0,83.2
2022,S1176,C3,3rd,Male,T0067,0.944,90.8,71.6,75.5
2023,S1176,C3,4th,Male,T0068,0.796,83.6,81.5,84.6
2024,S1176,C3,5th,Male,T0089,0.862,77.9,71.8,73.9
2021,S1177,C3,2nd,Female,T0061,0.941,73.6,80.2,80.1
2022,S1177,C3,3rd,Female,T0088,0.86,82.8,89.3,89.9
2023,S1177,C3,4th,Female,T0068,0.824,88.7,77.6,80.7
2024,S1177,C3,5th,Female,T0090,1.0,75.1,66.0,72.7
2021,S1178,C3,2nd,Female,T0062,0.895,89.6,64.4,75.1
2022,S1178,C3,3rd,Female,T0064,0.89,79.8,75.4,87.6
2023,S1178,C3,4th,Female,T0068,0.859,93.3,77.8,87.1
2024,S1178,C3,5th,Female,T0090,0.936,66.5,49.9,58.6
2021,S1179,C3,2nd,Male,T0060,0.952,90.2,85.9,70.9
2022,S1179,C3,3rd,Male,T0088,0.873,72.6,65.1,71.4
2023,S1179,C3,4th,Male,T0070,0.885,82.3,82.8,94.1
2024,S1179,C3,5th,Male,T0075,0.969,86.0,78.3,80.0
2021,S1180,C3,2nd,Male,T0062,0.734,62.9,70.3,58.1
2022,S1180,C3,3rd,Male,T0064,0.876,77.0,72.5,66.5
2023,S1180,C3,4th,Male,T0071,0.884,68.4,60.1,62.8
2024,S1180,C3,5th,Male,T0075,0.787,73.4,82.5,75.2
2021,S1181,C3,2nd,Male,T0063,0.814,76.2,69.1,77.2
2022,S1181,C3,3rd,Male,T0067,0.969,74.4,76.2,64.7
2023,S1181,C3,4th,Male,T0069,0.827,75.7,78.4,81.5
2024,S1181,C3,5th,Male,T0089,0.796,78.5,54.9,71.4
2021,S1182,C3,2nd,Female,T0063,0.867,72.8,87.6,80.7
2022,S1182,C3,3rd,Female,T0067,0.914,69.6,74.5,76.5
2023,S1182,C3,4th,Female,T0070,0.889,88.6,76.3,83.4
2024,S1182,C3,5th,Female,T0075,0.822,71.7,68.6,70.3
2021,S1183,C3,2nd,Female,T0063,0.853,80.1,83.9,77.2
2022,S1183,C3,3rd,Female,T0088,0.942,84.8,79.8,90.1
2023,S1183,C3,4th,Female,T0070,0.887,82.9,87.8,85.7
2024,S1183,C3,5th,Female,T0089,1.0,83.1,75.0,80.4
2021,S1184,C3,2nd,Female,T0061,1.0,68.6,72.9,86.1
2022,S1184,C3,3rd,Female,T0064,0.686,56.2,54.5,62.2
2023,S1184,C3,4th,Female,T0070,0.954,86.5,85.3,87.3
2024,S1184,C3,5th,Female,T0072,0.941,95.8,76.2,78.2
2021,S1185,C3,2nd,Male,T0063,0.854,79.9,72.5,74.5
2022,S1185,C3,3rd,Male,T0088,0.793,70.9,64.0,59.1
2023,S1185,C3,4th,Male,T0071,0.903,71.3,64.6,66.5
2024,S1185,C3,5th,Male,T0089,0.929,81.8,63.5,94.7
2021,S1186,C3,2nd,Female,T0062,0.861,70.3,82.1,76.9
2022,S1186,C3,3rd,Female,T0088,0.953,78.7,66.3,88.2
2023,S1186,C3,4th,Female,T0071,1.0,81.0,69.4,80.2
2024,S1186,C3,5th,Female,T0072,0.937,86.2,92.7,81.8
2021,S1187,C3,2nd,Female,T0062,0.889,81.3,80.4,70.4
2022,S1187,C3,3rd,Female,T0087,0.968,97.0,82.8,76.6
2023,S1187,C3,4th,Female,T0069,1.0,85.8,73.0,83.4
2024,S1187,C3,5th,Female,T0072,0.913,80.3,77.3,80.0
2021,S1188,C3,2nd,Male,T0060,0.984,83.2,85.7,80.7
2022,S1188,C3,3rd,Male,T0088,0.869,86.2,80.7,77.7
2023,S1188,C3,4th,Male,T0068,0.861,84.2,71.8,97.2
2024,S1188,C3,5th,Male,T0075,0.842,85.9,73.2,77.1
2021,S1189,C3,2nd,Male,T0060,0.98,82.4,92.0,81.8
2022,S1189,C3,3rd,Male,T0088,0.919,72.3,74.8,91.3
2023,S1189,C3,4th,Male,T0071,0.829,70.2,67.3,62.6
2024,S1189,C3,5th,Male,T0090,0.951,69.1,69.7,64.9
2021,S1190,C3,2nd,Female,T0060,0.898,73.3,78.8,86.7
2022,S1190,C3,3rd,Female,T0064,0.972,82.4,78.1,81.1
2023,S1190,C3,4th,Female,T0071,1.0,79.9,86.2,70.7
2024,S1190,C3,5th,Female,T0072,0.847,82.8,64.0,72.1
2021,S1191,C3,2nd,Male,T0060,0.888,81.2,76.5,78.7
2022,S1191,C3,3rd,Male,T0067,0.76,74.2,50.7,69.0
2023,S1191,C3,4th,Male,T0071,0.929,75.2,65.1,86.8
2024,S1191,C3,5th,Male,T0072,0.877,74.2,72.6,73.3
2021,S1192,C3,2nd,Female,T0063,0.985,91.3,77.2,78.5
2022,S1192,C3,3rd,Female,T0088,0.934,75.6,81.6,71.7
2023,S1192,C3,4th,Female,T0070,0.917,76.1,89.1,85.8
2024,S1192,C3,5th,Female,T0089,0.874,82.7,64.5,76.5
2021,S1193,C3,2nd,Male,T0060,0.925,78.5,83.5,72.0
2022,S1193,C3,3rd,Male,T0064,0.915,83.7,75.8,80.7
2023,S1193,C3,4th,Male,T0069,0.775,76.3,67.3,68.8
2024,S1193,C3,5th,Male,T0090,0.809,50.2,60.6,76.4
2021,S1194,C3,2nd,Male,T0060,1.0,89.1,96.7,80.9
2022,S1194,C3,3rd,Male,T0067,0.958,81.7,89.7,67.6
2023,S1194,C3,4th,Male,T0069,0.989,89.0,73.7,86.6
2024,S1194,C3,5th,Male,T0089,0.928,76.5,80.6,80.7
2021,S1195,C3,2nd,Male,T0063,0.931,64.9,77.0,78.6
2022,S1195,C3,3rd,Male,T0088,0.881,86.3,71.9,67.0
2023,S1195,C3,4th,Male,T0070,0.8,74.7,59.3,74.1
2024,S1195,C3,5th,Male,T0072,0.841,76.7,78.7,70.8
2021,S1196,C3,2nd,Male,T0061,0.846,66.9,67.2,82.1
2022,S1196,C3,3rd,Male,T0087,0.838,79.3,87.6,88.0
2023,S1196,C3,4th,Male,T0069,0.868,89.4,72.4,62.4
2024,S1196,C3,5th,Male,T0075,0.797,70.3,63.4,78.4
2021,S1197,C3,2nd,Female,T0060,0.996,83.4,77.1,85.7
2022,S1197,C3,3rd,Female,T0064,0.825,50.7,66.3,77.6
2023,S1197,C3,4th,Female,T0069,0.927,80.5,75.7,87.6
2024,S1197,C3,5th,Female,T0075,0.97,71.5,76.6,86.4
2021,S1198,C3,2nd,Male,T0062,0.841,85.7,85.7,77.4
2022,S1198,C3,3rd,Male,T0087,1.0,96.1,89.1,92.5
2023,S1198,C3,4th,Male,T0071,0.838,69.8,58.9,72.7
2024,S1198,C3,5th,Male,T0072,0.82,75.3,63.1,78.2
2021,S1199,C3,2nd,Female,T0060,0.729,75.9,63.5,67.6
2022,S1199,C3,3rd,Female,T0087,0.768,76.9,66.2,77.4
2023,S1199,C3,4th,Female,T0068,0.861,89.4,88.1,82.7
2024,S1199,C3,5th,Female,T0072,0.884,85.5,76.9,81.3
2021,S1200,C3,2nd,Female,T0061,0.859,63.2,73.0,72.8
2022,S1200,C3,3rd,Female,T0087,0.941,96.0,84.7,92.8
2023,S1200,C3,4th,Female,T0068,0.885,96.3,76.7,95.9
2024,S1200,C3,5th,Female,T0072,0.934,81.9,84.6,92.2
2021,S1201,C3,2nd,Female,T0060,0.974,82.5,65.8,83.2
2022,S1201,C3,3rd,Female,T0064,1.0,78.8,73.3,81.9
2023,S1201,C3,4th,Female,T0068,0.901,88.5,90.4,97.8
2024,S1201,C3,5th,Female,T0072,0.906,73.5,65.5,89.7
2021,S1202,C3,2nd,Male,T0061,0.886,83.7,75.2,81.0
2022,S1202,C3,3rd,Male,T0067,0.955,97.1,82.3,82.0
2023,S1202,C3,4th,Male,T0068,0.758,90.7,79.3,75.1
2024,S1202,C3,5th,Male,T0075,0.804,73.4,59.2,76.0
2021,S1203,C3,2nd,Female,T0063,0.823,64.6,73.3,72.0
2022,S1203,C3,3rd,Female,T0087,0.886,90.0,77.5,94.3
2023,S1203,C3,4th,Female,T0069,1.0,67.5,71.8,90.8
2024,S1203,C3,5th,Female,T0075,1.0,80.1,71.7,81.2
2021,S1204,C3,2nd,Female,T0061,0.875,71.9,73.1,66.5
2022,S1204,C3,3rd,Female,T0088,0.881,75.6,73.8,69.4
2023,S1204,C3,4th,Female,T0069,0.856,80.0,76.5,69.3
2024,S1204,C3,5th,Female,T0072,0.833,70.3,61.7,72.9
2021,S1205,C3,2nd,Male,T0061,0.947,70.8,76.1,77.2
2022,S1205,C3,3rd,Male,T0087,0.866,81.1,72.8,80.2
2023,S1205,C3,4th,Male,T0070,0.948,100.0,81.1,77.7
2024,S1205,C3,5th,Male,T0072,0.937,80.2,91.5,84.7
2021,S1206,C3,2nd,Male,T0061,0.9,77.4,74.5,75.3
2022,S1206,C3,3rd,Male,T0067,0.799,62.1,75.2,65.8
2023,S1206,C3,4th,Male,T0071,0.767,76.0,61.5,59.7
2024,S1206,C3,5th,Male,T0072,0.954,80.3,79.1,88.7
2021,S1207,C3,2nd,Female,T0062,0.881,78.7,75.7,76.0
2022,S1207,C3,3rd,Female,T0067,0.824,67.2,73.5,64.9
2023,S1207,C3,4th,Female,T0069,0.957,78.9,72.8,83.6
2024,S1207,C3,5th,Female,T0089,0.897,86.8,78.6,85.9
2021,S1208,C3,2nd,Female,T0063,0.963,82.3,71.4,88.2
2022,S1208,C3,3rd,Female,T0067,0.977,73.2,84.2,77.4
2023,S1208,C3,4th,Female,T0071,0.751,62.8,61.4,72.7
2024,S1208,C3,5th,Female,T0075,0.861,79.7,68.6,70.3
2021,S1209,C3,2nd,Male,T0060,0.961,84.5,75.2,80.4
2022,S1209,C3,3rd,Male,T0067,0.699,59.5,57.0,76.6
2023,S1209,C3,4th,Male,T0069,0.999,84.0,81.7,74.0
2024,S1209,C3,5th,Male,T0090,0.918,64.7,74.6,62.6
2021,S1210,C3,2nd,Female,T0061,0.832,67.9,78.6,73.1
2022,S1210,C3,3rd,Female,T0087,0.882,85.6,93.8,81.1
2023,S1210,C3,4th,Female,T0069,0.946,86.6,79.0,94.9
2024,S1210,C3,5th,Female,T0089,0.805,64.5,49.0,71.4
2021,S1211,C3,2nd,Female,T0060,0.875,84.5,91.4,72.8
2022,S1211,C3,3rd,Female,T0064,0.917,71.2,73.7,82.0
2023,S1211,C3,4th,Female,T0068,1.0,95.6,95.5,94.5
2024,S1211,C3,5th,Female,T0075,1.0,87.4,83.4,91.3
2021,S1212,C3,2nd,Female,T0060,0.825,69.8,74.6,64.1
2022,S1212,C3,3rd,Female,T0088,1.0,78.4,69.6,76.6
2023,S1212,C3,4th,Female,T0071,0.971,74.2,80.4,71.8
2024,S1212,C3,5th,Female,T0089,0.79,80.2,58.2,78.9
2021,S1213,C3,2nd,Female,T0062,0.966,90.5,100.0,100.0
2022,S1213,C3,3rd,Female,T0067,0.757,63.8,67.3,64.4
2023,S1213,C3,4th,Female,T0070,1.0,100.0,99.4,92.1
2024,S1213,C3,5th,Female,T0090,1.0,80.4,73.3,67.2
2021,S1214,C3,2nd,Female,T0061,0.986,67.8,93.7,78.8
2022,S1214,C3,3rd,Female,T0087,0.89,92.0,81.2,86.8
2023,S1214,C3,4th,Female,T0068,1.0,92.5,85.3,95.7
2024,S1214,C3,5th,Female,T0090,0.932,59.2,63.4,78.2
2021,S1215,C3,2nd,Male,T0061,0.836,69.0,61.4,73.5
2022,S1215,C3,3rd,Male,T0088,0.805,68.9,58.2,65.8
2023,S1215,C3,4th,Male,T0068,0.826,85.1,79.8,96.6
2024,S1215,C3,5th,Male,T0089,1.0,97.4,82.7,85.0
2021,S1216,C3,2nd,Male,T0062,0.75,70.3,60.5,83.2
2022,S1216,C3,3rd,Male,T0087,0.807,77.2,80.1,74.4
2023,S1216,C3,4th,Male,T0070,0.869,85.6,68.8,79.8
2024,S1216,C3,5th,Male,T0090,0.896,72.6,62.1,73.9
2021,S1217,C3,2nd,Male,T0062,0.757,72.2,67.0,73.5
2022,S1217,C3,3rd,Male,T0064,0.996,70.1,77.4,71.9
2023,S1217,C3,4th,Male,T0071,0.95,69.8,61.6,78.0
2024,S1217,C3,5th,Male,T0072,0.816,70.4,57.5,65.5
2021,S1218,C3,2nd,Female,T0062,0.961,83.3,94.7,86.3
2022,S1218,C3,3rd,Female,T0088,0.903,76.9,70.7,71.9
2023,S1218,C3,4th,Female,T0069,0.937,94.0,79.2,77.9
2024,S1218,C3,5th,Female,T0072,0.948,88.7,60.4,91.3
2021,S1219,C3,2nd,Female,T0063,0.889,82.3,85.5,76.4
2022,S1219,C3,3rd,Female,T0067,0.903,85.7,71.2,72.7
2023,S1219,C3,4th,Female,T0070,0.93,87.1,70.2,86.3
2024,S1219,C3,5th,Female,T0075,0.936,86.0,75.3,80.2
2021,S1220,C3,2nd,Male,T0060,0.828,80.3,70.8,79.4
2022,S1220,C3,3rd,Male,T0067,0.952,78.8,74.2,71.0
2023,S1220,C3,4th,Male,T0070,0.936,89.6,96.6,86.0
2024,S1220,C3,5th,Male,T0089,1.0,77.9,62.9,83.5
2021,S1221,C3,2nd,Female,T0063,0.835,80.5,76.2,77.5
2022,S1221,C3,3rd,Female,T0087,0.936,94.0,76.4,94.8
2023,S1221,C3,4th,Female,T0069,0.954,92.9,76.9,83.4
2024,S1221,C3,5th,Female,T0075,0.964,92.9,68.6,82.9
2021,S1222,C3,2nd,Female,T0062,0.969,89.6,81.7,83.6
2022,S1222,C3,3rd,Female,T0087,0.873,84.9,70.8,69.7
2023,S1222,C3,4th,Female,T0070,0.849,89.8,79.5,79.5
2024,S1222,C3,5th,Female,T0072,0.936,91.7,78.1,91.4
2021,S1223,C3,2nd,Female,T0061,1.0,85.0,76.4,71.5
2022,S1223,C3,3rd,Female,T0067,0.876,65.5,64.1,64.5
2023,S1223,C3,4th,Female,T0071,0.995,81.9,79.9,72.8
2024,S1223,C3,5th,Female,T0089,0.901,84.3,69.2,74.6
2021,S1224,C3,2nd,Male,T0063,0.827,71.6,84.7,74.1
2022,S1224,C3,3rd,Male,T0087,0.946,96.1,84.4,77.9
2023,S1224,C3,4th,Male,T0071,0.874,56.0,64.1,61.8
2024,S1224,C3,5th,Male,T0089,0.852,72.9,68.3,78.1
2021,S1225,C3,2nd,Female,T0060,0.981,83.4,77.1,73.1
2022,S1225,C3,3rd,Female,T0064,0.828,66.9,79.4,57.5
2023,S1225,C3,4th,Female,T0071,1.0,72.2,73.0,80.3
2024,S1225,C3,5th,Female,T0090,0.902,78.5,58.1,70.4
2021,S1226,C3,2nd,Male,T0061,0.847,71.2,61.4,75.8
2022,S1226,C3,3rd,Male,T0067,0.962,80.0,87.0,75.4
2023,S1226,C3,4th,Male,T0070,0.777,79.9,64.2,81.4
2024,S1226,C3,5th,Male,T0090,0.848,54.8,55.2,57.8
2021,S1227,C3,2nd,Male,T0061,0.994,85.5,80.1,67.2
2022,S1227,C3,3rd,Male,T0087,0.96,86.7,69.4,86.3
2023,S1227,C3,4th,Male,T0070,0.794,76.1,78.0,88.6
2024,S1227,C3,5th,Male,T0072,0.855,74.0,67.6,75.5
2021,S1228,C3,2nd,Male,T0063,0.912,84.6,79.4,87.1
2022,S1228,C3,3rd,Male,T0064,0.863,69.9,56.9,72.3
2023,S1228,C3,4th,Male,T0069,0.767,69.2,75.2,55.0
2024,S1228,C3,5th,Male,T0090,1.0,61.0,74.6,77.9
2021,S1229,C3,2nd,Male,T0061,0.94,84.0,73.4,85.9
2022,S1229,C3,3rd,Male,T0088,0.809,78.1,70.2,70.6
2023,S1229,C3,4th,Male,T0070,0.845,86.7,76.8,91.1
2024,S1229,C3,5th,Male,T0075,0.885,72.7,62.0,67.3
2021,S1230,C3,2nd,Male,T0061,0.825,61.8,62.4,68.7
2022,S1230,C3,3rd,Male,T0088,0.97,89.2,87.0,70.0
2023,S1230,C3,4th,Male,T0071,0.934,67.8,81.3,77.0
2024,S1230,C3,5th,Male,T0090,0.973,90.2,70.4,72.4
2021,S1231,C3,2nd,Female,T0061,0.96,89.5,84.7,90.4
2022,S1231,C3,3rd,Female,T0067,0.886,70.2,58.8,80.0
2023,S1231,C3,4th,Female,T0070,0.847,80.2,81.1,76.0
2024,S1231,C3,5th,Female,T0090,1.0,69.3,51.9,71.4
2021,S1232,C3,2nd,Male,T0060,0.856,76.5,75.8,73.8
2022,S1232,C3,3rd,Male,T0067,0.878,69.3,84.5,74.9
2023,S1232,C3,4th,Male,T0070,0.876,95.4,97.5,86.0
2024,S1232,C3,5th,Male,T0072,0.936,80.5,66.0,78.7
2021,S1233,C3,2nd,Female,T0060,0.771,71.4,72.6,67.9
2022,S1233,C3,3rd,Female,T0067,0.896,63.0,62.4,68.4
2023,S1233,C3,4th,Female,T0068,0.909,87.8,86.8,91.6
2024,S1233,C3,5th,Female,T0090,0.926,58.9,57.7,70.7
2021,S1234,C3,2nd,Male,T0063,0.902,87.3,87.2,90.1
2022,S1234,C3,3rd,Male,T0064,0.893,69.0,71.9,84.4
2023,S1234,C3,4th,Male,T0068,0.834,88.6,86.7,89.9
2024,S1234,C3,5th,Male,T0075,0.856,82.4,68.5,76.2
2021,S1235,C3,2nd,Female,T0062,0.76,86.4,69.9,74.4
2022,S1235,C3,3rd,Female,T0064,0.964,86.8,70.0,70.3
2023,S1235,C3,4th,Female,T0070,0.795,85.0,61.8,82.4
2024,S1235,C3,5th,Female,T0075,0.94,83.2,75.9,92.1
2021,S1236,C3,2nd,Female,T0062,0.931,75.5,89.8,79.6
2022,S1236,C3,3rd,Female,T0087,1.0,89.6,95.3,100.0
2023,S1236,C3,4th,Female,T0071,0.841,79.2,73.0,69.4
2024,S1236,C3,5th,Female,T0090,0.919,68.6,66.9,78.0
2021,S1237,C3,2nd,Male,T0062,0.824,73.4,72.0,86.4
2022,S1237,C3,3rd,Male,T0064,0.872,69.0,76.9,68.2
2023,S1237,C3,4th,Male,T0070,0.803,86.7,77.2,79.8
2024,S1237,C3,5th,Male,T0090,0.916,73.6,60.0,60.2
2021,S1238,C3,2nd,Male,T0063,0.846,67.7,68.4,79.5
2022,S1238,C3,3rd,Male,T0088,1.0,84.3,75.4,85.1
2023,S1238,C3,4th,Male,T0071,0.979,75.1,68.6,64.6
2024,S1238,C3,5th,Male,T0089,0.916,76.0,75.7,81.7
2021,S1239,C3,2nd,Male,T0061,0.95,80.2,74.4,76.8
2022,S1239,C3,3rd,Male,T0064,0.938,68.4,73.3,85.4
2023,S1239,C3,4th,Male,T0070,0.913,88.2,70.2,88.6
2024,S1239,C3,5th,Male,T0090,0.894,73.5,62.0,59.8
2021,S1240,C3,2nd,Female,T0062,0.945,86.7,78.6,88.6
2022,S1240,C3,3rd,Female,T0087,0.935,77.7,78.0,86.7
2023,S1240,C3,4th,Female,T0069,0.97,75.1,89.1,91.8
2024,S1240,C3,5th,Female,T0075,0.909,75.8,74.1,77.8
2021,S1241,C3,2nd,Female,T0062,0.93,83.4,73.9,86.8
2022,S1241,C3,3rd,Female,T0087,0.889,96.6,83.3,84.9
2023,S1241,C3,4th,Female,T0070,0.894,80.2,89.6,81.2
2024,S1241,C3,5th,Female,T0072,1.0,85.5,89.8,79.9
2021,S1242,C3,2nd,Male,T0061,0.898,69.1,75.8,77.6
2022,S1242,C3,3rd,Male,T0087,0.964,84.0,80.1,87.8
2023,S1242,C3,4th,Male,T0071,0.94,88.1,71.2,92.7
2024,S1242,C3,5th,Male,T0075,0.825,68.5,65.2,82.3
2021,S1243,C3,2nd,Female,T0063,0.985,85.6,90.4,80.2
2022,S1243,C3,3rd,Female,T0064,0.793,64.7,77.9,61.0
2023,S1243,C3,4th,Female,T0069,0.826,73.7,65.3,64.0
2024,S1243,C3,5th,Female,T0090,1.0,84.2,74.4,73.8
2021,S1244,C3,2nd,Male,T0060,0.89,74.3,75.0,76.8
2022,S1244,C3,3rd,Male,T0087,0.941,87.6,91.4,89.9
2023,S1244,C3,4th,Male,T0068,0.944,100.0,88.7,91.0
2024,S1244,C3,5th,Male,T0089,0.916,91.7,82.6,81.1
2021,S1245,C3,2nd,Male,T0062,0.941,79.3,88.4,74.1
2022,S1245,C3,3rd,Male,T0088,0.996,81.3,83.0,89.5
2023,S1245,C3,4th,Male,T0071,0.797,58.0,58.9,63.3
2024,S1245,C3,5th,Male,T0089,0.857,86.6,75.3,71.0
2021,S1246,C3,2nd,Female,T0062,1.0,79.5,90.0,80.8
2022,S1246,C3,3rd,Female,T0067,1.0,79.8,76.2,82.4
2023,S1246,C3,4th,Female,T0070,0.881,92.9,79.8,83.0
2024,S1246,C3,5th,Female,T0075,1.0,80.4,81.3,91.5
2021,S1247,C3,2nd,Male,T0061,0.916,83.8,86.5,73.1
2022,S1247,C3,3rd,Male,T0088,1.0,74.0,72.9,80.2
2023,S1247,C3,4th,Male,T0069,0.825,83.0,76.7,73.3
2024,S1247,C3,5th,Male,T0072,0.892,80.7,84.0,85.1
2021,S1248,C3,2nd,Female,T0061,0.846,78.7,65.3,58.9
2022,S1248,C3,3rd,Female,T0067,0.952,85.1,81.3,80.5
2023,S1248,C3,4th,Female,T0068,1.0,91.0,93.9,100.0
2024,S1248,C3,5th,Female,T0090,0.98,65.5,67.1,64.1
2021,S1249,C3,2nd,Male,T0062,0.917,71.3,82.4,94.5
2022,S1249,C3,3rd,Male,T0064,0.914,74.9,71.0,71.3
2023,S1249,C3,4th,Male,T0069,0.86,70.7,75.5,70.4
